datetime,content,title
2024-10-31 23:53:46,NYMEX天然气期货跌超5%。,
2024-10-31 23:53:46,NYMEX天然气期货跌超5%。,
2024-10-31 23:53:46,NYMEX天然气期货跌超5%。,
2024-10-31 23:53:46,NYMEX天然气期货跌超5%。,
2024-10-31 23:52:45,阿布扎比国家石油公司、Masdar、微软一份研究报告显示：2020-30年的剩余时间里，数据中心领域的用电需求年度增幅可能会高达20%，但在全球用电量中占比仍将非常小。（彭博）,
2024-10-31 23:52:45,阿布扎比国家石油公司、Masdar、微软一份研究报告显示：2020-30年的剩余时间里，数据中心领域的用电需求年度增幅可能会高达20%，但在全球用电量中占比仍将非常小。（彭博）,
2024-10-31 23:51:07,英伟达跌幅扩大至5%。,
2024-10-31 23:51:07,英伟达跌幅扩大至5%。,
2024-10-31 23:36:50,10月31日晚，华尔街见闻从零跑汽车董事长朱江明处独家获悉，零跑10月销量已超过4.24万台，其中C10、C11、C16三款车型销量均破万台。（Auto有范儿）,零跑10月销量破四万台
2024-10-31 23:36:50,10月31日晚，华尔街见闻从零跑汽车董事长朱江明处独家获悉，零跑10月销量已超过4.24万台，其中C10、C11、C16三款车型销量均破万台。（Auto有范儿）,零跑10月销量破四万台
2024-10-31 23:34:22,当地时间10月31日，以色列国防军发表声明称，当天下午以色列北部上加利利、西加利利、中加利利和海法湾地区拉响防空警报后，以军监测到约25枚炮弹从黎巴嫩方向发射。部分炮弹被以军拦截，另有部分掉落在以色列境内。据以色列媒体援引当地急救部门消息称，此次袭击已造成海法郊外地区2人死亡、1人受伤。目前黎巴嫩方面暂无回应。（央视新闻）,以军称约25枚炮弹自黎巴嫩射向以色列境内
2024-10-31 23:34:22,当地时间10月31日，以色列国防军发表声明称，当天下午以色列北部上加利利、西加利利、中加利利和海法湾地区拉响防空警报后，以军监测到约25枚炮弹从黎巴嫩方向发射。部分炮弹被以军拦截，另有部分掉落在以色列境内。据以色列媒体援引当地急救部门消息称，此次袭击已造成海法郊外地区2人死亡、1人受伤。目前黎巴嫩方面暂无回应。（央视新闻）,以军称约25枚炮弹自黎巴嫩射向以色列境内
2024-10-31 23:34:22,当地时间10月31日，以色列国防军发表声明称，当天下午以色列北部上加利利、西加利利、中加利利和海法湾地区拉响防空警报后，以军监测到约25枚炮弹从黎巴嫩方向发射。部分炮弹被以军拦截，另有部分掉落在以色列境内。据以色列媒体援引当地急救部门消息称，此次袭击已造成海法郊外地区2人死亡、1人受伤。目前黎巴嫩方面暂无回应。（央视新闻）,以军称约25枚炮弹自黎巴嫩射向以色列境内
2024-10-31 23:32:38,"美国财政部拍卖四周期国债，得标利率4.580%（10月24日为4.650%），投标倍数2.82（前次为2.83）。

拍卖八周期国债，得标利率4.555%（10月24日为4.590%），投标倍数2.68（前次为2.83）。",
2024-10-31 23:32:38,"美国财政部拍卖四周期国债，得标利率4.580%（10月24日为4.650%），投标倍数2.82（前次为2.83）。

拍卖八周期国债，得标利率4.555%（10月24日为4.590%），投标倍数2.68（前次为2.83）。",
2024-10-31 23:31:15,"Alphabet旗下谷歌公司宣布，在两款地图APP中增添一些新的功能。

现在，用户可以针对地图上的地点提问。

最终，地图可能会被整合到生成式人工智能agents。",
2024-10-31 23:31:15,"Alphabet旗下谷歌公司宣布，在两款地图APP中增添一些新的功能。

现在，用户可以针对地图上的地点提问。

最终，地图可能会被整合到生成式人工智能agents。",
2024-10-31 23:30:34,上海申通地铁集团有限公司运营管理中心10月31日发布公告：目前，上海地铁暂没有停运计划，明日如无特殊情况全网将正常运营，请乘客放心乘坐。如受天气影响调整运营，上海地铁将第一时间通过本平台及媒体等对外告知，请关注官方微博最新信息。,上海地铁暂无停运计划，如无特殊情况全网将正常运营
2024-10-31 23:28:20,在4月份宣布人形机器人Atlas全面电动化之后，波士顿动力又取得了巨大的进展。据该公司周三发布的视频介绍，Atlas已经进驻工厂，且实现了全自动工作。据发布的视频显示，在一个工厂区域，人形机器人Atlas能够自主搬运汽车发动机部件，并调整放置位置。波士顿动力声称Atlas完全依赖于机器学习算法，没有任何预设或远程操作的行为，也就说实现了完全的自动化。,波士顿动力机器人Atlas已进厂打工，可实现全自动工作
2024-10-31 23:28:20,在4月份宣布人形机器人Atlas全面电动化之后，波士顿动力又取得了巨大的进展。据该公司周三发布的视频介绍，Atlas已经进驻工厂，且实现了全自动工作。据发布的视频显示，在一个工厂区域，人形机器人Atlas能够自主搬运汽车发动机部件，并调整放置位置。波士顿动力声称Atlas完全依赖于机器学习算法，没有任何预设或远程操作的行为，也就说实现了完全的自动化。,波士顿动力机器人Atlas已进厂打工，可实现全自动工作
2024-10-31 23:26:50,据知情人士透露，沙特国有的投资公司接近达成一份协议，将收购Olam Group Ltd.农业部门的剩余股权。（彭博）,
2024-10-31 23:24:11,受第21号台风“康妮”影响，10月31日21:40，杭州机场发布台风蓝色预警和暴雨蓝色预警，启动防台风Ⅲ级响应。为确保旅客出行安全，截至31日22:30，杭州机场计划取消11月1日进出港航班70架次，其中进港34架次，出港36架次。（央视新闻）,受台风影响，杭州机场取消明日70架次航班
2024-10-31 23:24:11,受第21号台风“康妮”影响，10月31日21:40，杭州机场发布台风蓝色预警和暴雨蓝色预警，启动防台风Ⅲ级响应。为确保旅客出行安全，截至31日22:30，杭州机场计划取消11月1日进出港航班70架次，其中进港34架次，出港36架次。（央视新闻）,受台风影响，杭州机场取消明日70架次航班
2024-10-31 23:20:48,"据美国纽约联储数据，上个交易日（10月30日）担保隔夜融资利率（SOFR）报4.81%，之前一天报4.82%。

上个交易日有效的联邦基金利率报4.83%，之前一天报4.83%。",
2024-10-31 23:20:48,"据美国纽约联储数据，上个交易日（10月30日）担保隔夜融资利率（SOFR）报4.81%，之前一天报4.82%。

上个交易日有效的联邦基金利率报4.83%，之前一天报4.83%。",
2024-10-31 23:18:59,10月31日，由深圳⇌广州城区⇌白云机场低空飞行航线成功首飞，进一步织密粤港澳大湾区低空飞行网络。中午，一架空客EC135直升机搭乘首发乘客从深圳大中华城市候机厅起飞，经过30分钟，飞行直升机抵达广州海心沙直升机起降点。随后，直升机从广州海心沙直升机起降点起飞，经过18分钟飞行，直升机抵达广州白云机场商务航空服务基地。据了解，该航线使用的主力机型为空客EC135。客舱可根据不同任务需求进行配置，通常可容纳6至7名乘客。（央视新闻）,大湾区新辟低空飞行航线，深圳⇌广州城区⇌白云机场航线今日首飞
2024-10-31 23:18:59,10月31日，由深圳⇌广州城区⇌白云机场低空飞行航线成功首飞，进一步织密粤港澳大湾区低空飞行网络。中午，一架空客EC135直升机搭乘首发乘客从深圳大中华城市候机厅起飞，经过30分钟，飞行直升机抵达广州海心沙直升机起降点。随后，直升机从广州海心沙直升机起降点起飞，经过18分钟飞行，直升机抵达广州白云机场商务航空服务基地。据了解，该航线使用的主力机型为空客EC135。客舱可根据不同任务需求进行配置，通常可容纳6至7名乘客。（央视新闻）,大湾区新辟低空飞行航线，深圳⇌广州城区⇌白云机场航线今日首飞
2024-10-31 23:11:08,"正荣地产港交所公告，重组支持协议的最后截止日期已根据重组支持协议所载条款进一步延长至11月30日下午十一时五十九分（ 香港时间）。

本公司将适时就境外整体债务管理方案的进展另行刊发公告。",
2024-10-31 23:11:08,"正荣地产港交所公告，重组支持协议的最后截止日期已根据重组支持协议所载条款进一步延长至11月30日下午十一时五十九分（ 香港时间）。

本公司将适时就境外整体债务管理方案的进展另行刊发公告。",
2024-10-31 23:11:08,"正荣地产港交所公告，重组支持协议的最后截止日期已根据重组支持协议所载条款进一步延长至11月30日下午十一时五十九分（ 香港时间）。

本公司将适时就境外整体债务管理方案的进展另行刊发公告。",
2024-10-31 23:11:08,"正荣地产港交所公告，重组支持协议的最后截止日期已根据重组支持协议所载条款进一步延长至11月30日下午十一时五十九分（ 香港时间）。

本公司将适时就境外整体债务管理方案的进展另行刊发公告。",
2024-10-31 23:10:27,上海中心气象台10月31日22时更新暴雨黄色预警为橙色预警。据上海市公安局交警总队消息，为确保道路交通安全，自10月31日22时30分起，对相关道路相应调整临时管控措施如下：全市高速公路、城市快速路、跨江（海）大桥（含东海大桥、长江大桥），限速40公里/小时。公安交警部门提醒您：台风暴雨期间请尽量避免外出，驾车时请注意观察路况，控制车速和车距，正确使用车灯，安全谨慎驾驶，主动避开积水路段，确保出行安全。（澎湃）,今天22时30分起，上海高速、城市快速路等限速40公里/小时
2024-10-31 23:10:27,上海中心气象台10月31日22时更新暴雨黄色预警为橙色预警。据上海市公安局交警总队消息，为确保道路交通安全，自10月31日22时30分起，对相关道路相应调整临时管控措施如下：全市高速公路、城市快速路、跨江（海）大桥（含东海大桥、长江大桥），限速40公里/小时。公安交警部门提醒您：台风暴雨期间请尽量避免外出，驾车时请注意观察路况，控制车速和车距，正确使用车灯，安全谨慎驾驶，主动避开积水路段，确保出行安全。（澎湃）,今天22时30分起，上海高速、城市快速路等限速40公里/小时
2024-10-31 23:08:36,欧元兑英镑上涨0.8%，（在英国政府秋季预算报告发布翌日）刷新9月18日以来高位至0.8439，连续两个交易日涨幅有望创2020年11月份以来最大。,
2024-10-31 23:08:36,欧元兑英镑上涨0.8%，（在英国政府秋季预算报告发布翌日）刷新9月18日以来高位至0.8439，连续两个交易日涨幅有望创2020年11月份以来最大。,
2024-10-31 23:06:49,长安汽车在业绩说明会上表示，下一代电池是技术变革方向，是技术赶超的机会，公司将积极布局、培育下一轮竞争优势，坚持技术自主研发和资本合作同向发力，整合全球资源，实现全球领先。体系能力上，公司已成立了先进电池研究院，已构建成熟完备的研发管理、产能管理、供应及营销管理体系，持续攻坚核心技术。公司将着力电芯技术的突破，深耕半固态、固态电池的全新电解质材料开发、关键工艺开发，基于整车需求，正向开发领先的固态电池。目前公司正加快研究固态电池，为用户提供更好更安全的用车体验。,长安汽车：正加快研究固态电池
2024-10-31 23:04:38,"道琼斯工业平均指数日内跌幅达1.0%，报41721.44点。

成分股中，微软目前跌5.68%表现最差，波音跌3.87%，默克制药跌3.21%，亚马逊也跌约2%。",道指跌1%，成分股微软跌约5.7%表现最差
2024-10-31 23:04:38,"道琼斯工业平均指数日内跌幅达1.0%，报41721.44点。

成分股中，微软目前跌5.68%表现最差，波音跌3.87%，默克制药跌3.21%，亚马逊也跌约2%。",道指跌1%，成分股微软跌约5.7%表现最差
2024-10-31 23:04:38,"道琼斯工业平均指数日内跌幅达1.0%，报41721.44点。

成分股中，微软目前跌5.68%表现最差，波音跌3.87%，默克制药跌3.21%，亚马逊也跌约2%。",道指跌1%，成分股微软跌约5.7%表现最差
2024-10-31 23:04:38,"道琼斯工业平均指数日内跌幅达1.0%，报41721.44点。

成分股中，微软目前跌5.68%表现最差，波音跌3.87%，默克制药跌3.21%，亚马逊也跌约2%。",道指跌1%，成分股微软跌约5.7%表现最差
2024-10-31 23:04:35,正邦科技发布投资者关系活动记录表 ，截止三季度末公司能繁母猪存栏约25.7万头，较年初增加近7万头，同时后备母猪有5.85万头，预计今年底能繁母猪存栏在28万头以上。预计2025年整体出栏数量将超过700万头。,正邦科技：预计今年底能繁母猪存栏在28万头以上
