datetime,content,title
2024-05-31 23:56:03,非洲股市｜周五（5月31日），南非富时/JSE非洲领先40可交易指数收跌0.69%，报70455.35点，本周（四个交易日）累计下跌3.15%，5月份累涨0.76%。,
2024-05-31 23:53:10,美国芝加哥商业交易所（CME）集团期权头寸数据显示，石油交易员们认为，OPEC+在本周末维持现存石油减产政策不变的概率为70%。沙特及其合作伙伴正在讨论是否将每日约200万桶的产量限制措施延长到今年下半年，将在周日的会议上完成协商。OPEC+还在考虑将部分限产措施延长至2025年的可能性。截至北京时间23:11的数据显示，有大约30%的可能性减产措施会放松。CME根据美国7月原油合约和最近的活跃每周期权价格计算会议结果的概率。,石油交易员：预计OPEC+维持当前限产措施不变的可能性为70%左右
2024-05-31 23:52:29,上海航运交易所数据显示，反映实际运费的上海出口集装箱结算运价指数近一个月来上涨超50%。运力紧张、运价走强，除了拼手速抢空箱，一些企业也开始购买自备箱应对紧缺现状。据了解，集装箱供给偏紧，主要和红海局势造成的船舶改道、延期以及大量新船下水，集装箱需求增加有关。为了满足外贸企业出货需求，提高集装箱使用效率，一些船舶运输企业把提取空箱时间由此前的48到72小时，缩短至24小时。此外，海关等部门也在不断提高空箱验放速度，企业可以利用“船边直提”模式，快速办理空箱通关手续。（央视财经）,港口集装箱又短缺，企业拼手速抢空箱、购买自备箱
2024-05-31 23:49:19,"周五（5月31日）欧市尾盘，ICE英国天然气期货下跌2.26%，报82.880便士/千卡，本周累涨约1.00%，5月份累计上涨大约16.70%。

TTF基准荷兰天然气期货跌1.23%，报34.500欧元/兆瓦时，本周累涨约1.40%，5月份累涨约17.90%。

ICE欧盟碳排放交易许可（期货价格）跌2.06%，报72.43欧元/吨，本周累跌约2.17%，5月份累涨约7.80%。",欧盟碳税周五跌超2%，荷兰天然气期货5月涨约18%
2024-05-31 23:44:15,"高盛在二级市场销售私人贷款，募资13.5亿欧元，以支持成立一支新的欧洲私人贷款基金。

信用贷款市场的二级投资者Pantheon和新加坡主权财富基金淡马锡控股（Temasek Holdings）将是这一新投资工具的锚定投资者。",
2024-05-31 23:39:18,"明晟公司MSCI北欧国家指数涨0.8%，创5月13日以来最大单日涨幅，报408.20点。

诺和诺德涨1.1%，对指数贡献最大，Saab AB涨5.6%领跑其他成分股。

在10个板块中，有九个板块收涨，北欧医疗保健板块涨幅最大。",
2024-05-31 23:36:13,"德国DAX 30指数初步收跌0.05%，报18486.99点，本周累跌约1.05%，5月份累涨约3.14%。

法国股指初步收涨0.06%，本周累跌约1.30%，5月份大致持平。

意大利股指初步收涨0.07%，本周累跌约0.05%，5月份累涨约2.17%。

英国股指初步收涨0.59%，本周（四个交易日）累跌约0.50%，5月份累涨约1.67%。",德法两国股指本周累跌约1%，德国股指5月累涨超3%，意大利股指也涨超2%
2024-05-31 23:32:07,"欧洲STOXX 600指数收涨0.32%，报518.17点，本周累计下跌0.46%，5月份累涨2.63%。

欧元区STOXX 50指数收涨0.03%，报4983.67点，本周累跌1.03%，5月份累涨1.27%。

富时泛欧绩优300指数收涨0.34%，报2051.45点，本周累跌0.47%，5月份累涨2.48%。",欧洲股市5月份累涨超2.6%
2024-05-31 23:28:33,中俄智库高端论坛5月30日至31日在莫斯科举办。来自中俄两国政府、学术界及相关机构的百余名代表，围绕国际格局变革背景下的中国和俄罗斯、共建“一带一路”与欧亚经济联盟对接、两国互联互通与科技创新合作等议题展开讨论。俄罗斯国际事务委员会主席伊万诺夫30日表示，俄中两国拥有巨大的合作潜力和内生发展动力，双方将加强在共同关心领域的合作。本届论坛就俄中共同关心的问题进行交流，为进一步发展俄中关系提供支持。（新华社）,中俄智库高端论坛在莫斯科举办
2024-05-31 23:21:35,随着瑞士信贷独立法律地位正式终结，瑞银集团完成了对其前竞争对手瑞士信贷的历史性收购，标志瑞士金融业进入新的篇章。“今天瑞士信贷已在苏黎世州商业登记处注销，”瑞银周五公告称。它“已不再作为独立实体存在。”这一合并是瑞银面临的下一步重要任务。这“对促进客户迁至瑞银平台至关重要”，并将“释放下一阶段的成本、资本、融资和税收好处，”首席执行官安思杰(Sergio Ermotti)在公告中表示。,瑞士信贷注销，瑞银完成对瑞士信贷的历史性收购
2024-05-31 23:13:18,美国得州综合电力公司Vistra跌超9%，刷新日低至95.41美元，在AI概念股英伟达回调之际，使得5月份累计涨幅收窄至不足27%，但2024年1-5月仍然保持大约151%的涨幅，最近一年仍保持超过310%的累计涨幅。,
2024-05-31 23:13:13,美国官员5月30日证实，美国总统约瑟夫·拜登已经有条件同意乌克兰用美制武器打击俄罗斯境内目标。俄罗斯总统弗拉基米尔·普京先前警告，西方国家允许乌方使用外国援助武器打击俄境内目标是在“玩火”。匈牙利总理欧尔班·维克托5月31日说，北大西洋公约组织离战争越来越近。美联社、路透社等媒体援引多名美国官员的话报道，拜登同意乌克兰使用美制武器打击俄罗斯境内俄军目标，但仅限于靠近乌克兰第二大城市哈尔科夫并对这座城市发动攻击或准备发动攻击的俄军。这些官员表示，美方仍然不允许乌方使用美制远程导弹打击俄境内纵深目标。（新华社）,拜登同意乌克兰有限使用美制武器打击俄领土
2024-05-31 23:08:23,凯撒娱乐（CZR）股价短线从32.80美元附近拉升至35.50美元上方，日内整体涨幅从大约2.9%迅速扩大至11.3%。彭博援引知情人士报道称，投资人卡尔·伊坎大幅持有该公司股票。拉斯维加斯金沙和美高梅股价也刷新日高。,凯撒娱乐股价短线拉升，报道称伊坎持有该公司股票
2024-05-31 23:03:16,当地时间5月31日，加沙地带卫生部门当地时间5月31日表示，在过去一天，以军在加沙地带的军事行动造成60名加沙民众死亡，280人受伤。自去年10月7日本轮巴以大规模武装冲突爆发以来，加沙地带死亡人数已达36284人，受伤人数达82057人。（央视新闻）,本轮巴以冲突已致加沙地带36284人死亡
2024-05-31 23:03:11,提醒：6月12日，美国参议院银行委员会将针对消费者金融保护局（CFPB）主管Chopra举行听证会。,
2024-05-31 23:01:43,"玻璃夜盘收跌3.7%，纯碱跌3.18%，纸浆跌2.5%，20号胶跌2.21%，橡胶跌2.1%，PVC跌2.02%，菜油跌1.84%，焦炭跌1.67%，合成橡胶跌1.59%，甲醇跌1.58%，铁矿石跌1.56%，燃油、聚丙烯、塑料、豆油、对二甲苯至多跌1.4%，棉花、螺纹钢、低硫燃油、LPG、豆二、沥青、短纤、棉纱、热卷、PTA至多跌0.85%，焦煤跌0.51%，棕榈油、白糖、菜粕、豆粕、豆一、玉米淀粉至多跌0.43%。

烧碱、粳米、玉米、乙二醇、苯乙烯夜盘则至多收涨0.3%。",内盘期货普遍收跌，玻璃跌3.7%，纯碱跌约3.2%，纸浆、20号胶、橡胶、PVC等跌超2%
2024-05-31 22:59:21,5月31日晚8点，天猫618迎来第二波开卖，权益加码引发第二轮消费热潮，截至31日晚9点，185个品牌在天猫618成交破亿，超过37000个品牌成交翻倍，50个趋势品类成交规模破10亿。（全天候科技）,天猫618战报：截至5月31日晚9点超37000个品牌成交翻倍
2024-05-31 22:57:55,当地时间5月31日，联合国安理会投票通过决议，同意联合国伊拉克援助团（联伊援助团）在2025年12月31日前结束援助工作。根据决议，安理会要求联合国秘书长与伊拉克政府协调，在2024年12月31日前完成过渡和清算计划，向伊拉克政府移交任务，并开始有序撤离联合国人员。5月8日，伊拉克总理苏达尼致函联合国秘书长古特雷斯，要求联伊援助团在2025年12月结束授权。（央视新闻）,联合国安理会通过决议，结束联伊援助团任务
2024-05-31 22:56:46,"诺华制药CEO Vas Narasimhan：即便本公司没有减肥药，（经营/业绩）也处于良好的轨道之上。

IRA将影响癌症药品的开发。（CNBC）",
