datetime,content,title
2025-04-30 23:57:18,纳斯达克100指数跌幅收窄至1%，成分股CoStar Group目前跌超8.6%，星巴克跌超7.2%，Grail和AppLovin至多跌约6.9%，特斯拉跌超4.7%，能源股Diamondback跌3.6%，亚马逊跌3.1%，Meta跌2.7%，英特尔跌2.6%，英伟达跌2.3%，核电概念股Constellation Energy跌2.2%，铿腾电子跌2.1%。,
2025-04-30 23:57:18,纳斯达克100指数跌幅收窄至1%，成分股CoStar Group目前跌超8.6%，星巴克跌超7.2%，Grail和AppLovin至多跌约6.9%，特斯拉跌超4.7%，能源股Diamondback跌3.6%，亚马逊跌3.1%，Meta跌2.7%，英特尔跌2.6%，英伟达跌2.3%，核电概念股Constellation Energy跌2.2%，铿腾电子跌2.1%。,
2025-04-30 23:57:18,纳斯达克100指数跌幅收窄至1%，成分股CoStar Group目前跌超8.6%，星巴克跌超7.2%，Grail和AppLovin至多跌约6.9%，特斯拉跌超4.7%，能源股Diamondback跌3.6%，亚马逊跌3.1%，Meta跌2.7%，英特尔跌2.6%，英伟达跌2.3%，核电概念股Constellation Energy跌2.2%，铿腾电子跌2.1%。,
2025-04-30 23:57:18,纳斯达克100指数跌幅收窄至1%，成分股CoStar Group目前跌超8.6%，星巴克跌超7.2%，Grail和AppLovin至多跌约6.9%，特斯拉跌超4.7%，能源股Diamondback跌3.6%，亚马逊跌3.1%，Meta跌2.7%，英特尔跌2.6%，英伟达跌2.3%，核电概念股Constellation Energy跌2.2%，铿腾电子跌2.1%。,
2025-04-30 23:54:25,"美国交通部长Duffy：如果没有全新的空中交通管理系统，美国将有人丧失性命。

资助航空管理系统需要国会山审批。

正与空中交通管理联盟研究如何达成共识。",
2025-04-30 23:54:25,"美国交通部长Duffy：如果没有全新的空中交通管理系统，美国将有人丧失性命。

资助航空管理系统需要国会山审批。

正与空中交通管理联盟研究如何达成共识。",
2025-04-30 23:54:25,"美国交通部长Duffy：如果没有全新的空中交通管理系统，美国将有人丧失性命。

资助航空管理系统需要国会山审批。

正与空中交通管理联盟研究如何达成共识。",
2025-04-30 23:53:44,"美国总统特朗普：希望引入全新的航空管理系统。

（为此）将有一个庞大的承包商。

可能会是Raytheon（雷神）或IBM。

承包商将对一个系统负责。",
2025-04-30 23:53:44,"美国总统特朗普：希望引入全新的航空管理系统。

（为此）将有一个庞大的承包商。

可能会是Raytheon（雷神）或IBM。

承包商将对一个系统负责。",
2025-04-30 23:53:44,"美国总统特朗普：希望引入全新的航空管理系统。

（为此）将有一个庞大的承包商。

可能会是Raytheon（雷神）或IBM。

承包商将对一个系统负责。",
2025-04-30 23:52:17,"据央视报道，当地时间4月30日，巴基斯坦政府就近期巴印在控制线附近的冲突以及印控克什米尔地区袭击事件中巴方所受的指控举行新闻发布会。

巴基斯坦副总理兼外长达尔表示，巴基斯坦谴责任何地方一切形式的恐怖主义，这是国家政策。针对无辜平民的行为当然应受谴责。由于印控克什米尔地区游客遇袭事件之后印度“不负责任的行为”，整个地区都处于危险之中。巴基斯坦没有参与印控克什米尔地区游客遇袭事件，也不会从中受益。",巴基斯坦外长：巴方没有参与印控克什米尔地区袭击事件
