datetime,content,title
2025-07-31 23:58:36,意大利国家电力公司上半年营收408.2亿欧元，分析师预期419.3亿欧元。,
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:57:34,"周四（7月31日），南非富时/JSE非洲领先40可交易指数收跌0.89%，报90781.37点，7月23日涨至92457点创收盘历史新高、按92825.17点创盘中历史新高以来，持续高位震荡，7月份累计上涨2.28%。

7月份，南非兰特兑美元迄今累计下跌大约2.50%。

尼日利亚证交所全部股指收累涨16.56%，7月初以来持续创收盘历史新高。

毛里求斯证交所SEMDEX指数收累涨5.15%，肯尼亚内罗毕证交所全股指数收累涨4.43%。",非洲股市收盘播报｜南非股指7月份累涨将近2.3%，尼日利亚股市涨超16.5%
2025-07-31 23:47:42,由于交易所库存减少凸显全球供应趋紧，同时市场担忧美国可能对巴西征收50%的关税，纽约市场的阿拉比卡咖啡期货价格上涨。最活跃的合约一度上涨3.5%，创两周以来最大涨幅。周三，交易所监管仓库的阿拉比卡咖啡库存连续第四天下降，至近四个月低点，预示近期供应紧张。,阿拉比卡咖啡价格攀升，供应趋紧叠加关税风险
2025-07-31 23:40:33,"倍耐力二季度调整后EBIT为2.785亿欧元，分析师预期2.766亿欧元。

上半年营收35.0亿欧元，分析师预期34.9亿欧元。

上半年调整后EBIT为5.583亿欧元，分析师预期5.557亿欧元。",
2025-07-31 23:40:33,"倍耐力二季度调整后EBIT为2.785亿欧元，分析师预期2.766亿欧元。

上半年营收35.0亿欧元，分析师预期34.9亿欧元。

上半年调整后EBIT为5.583亿欧元，分析师预期5.557亿欧元。",
2025-07-31 23:40:33,"倍耐力二季度调整后EBIT为2.785亿欧元，分析师预期2.766亿欧元。

上半年营收35.0亿欧元，分析师预期34.9亿欧元。

上半年调整后EBIT为5.583亿欧元，分析师预期5.557亿欧元。",
2025-07-31 23:40:33,"倍耐力二季度调整后EBIT为2.785亿欧元，分析师预期2.766亿欧元。

上半年营收35.0亿欧元，分析师预期34.9亿欧元。

上半年调整后EBIT为5.583亿欧元，分析师预期5.557亿欧元。",
2025-07-31 23:38:17,"明晟公司MSCI北欧国家指数跌1.4%，报335.73点，创4月29日以来收盘新低，7月份累计下跌将近4.87%。

在10个板块中，北欧医疗保健板块领跌。

诺和诺德收跌3.2%，对大盘拖累最大；DSV A/S跌4.8%，在一众成分股里表现最差。",
2025-07-31 23:38:17,"明晟公司MSCI北欧国家指数跌1.4%，报335.73点，创4月29日以来收盘新低，7月份累计下跌将近4.87%。

在10个板块中，北欧医疗保健板块领跌。

诺和诺德收跌3.2%，对大盘拖累最大；DSV A/S跌4.8%，在一众成分股里表现最差。",
2025-07-31 23:38:17,"明晟公司MSCI北欧国家指数跌1.4%，报335.73点，创4月29日以来收盘新低，7月份累计下跌将近4.87%。

在10个板块中，北欧医疗保健板块领跌。

诺和诺德收跌3.2%，对大盘拖累最大；DSV A/S跌4.8%，在一众成分股里表现最差。",
2025-07-31 23:36:34,据知情人士透露，高盛CEO Solomon将在周四前往白宫会见美国总统特朗普。（彭博）,
2025-07-31 23:36:34,据知情人士透露，高盛CEO Solomon将在周四前往白宫会见美国总统特朗普。（彭博）,
2025-07-31 23:36:34,据知情人士透露，高盛CEO Solomon将在周四前往白宫会见美国总统特朗普。（彭博）,
