datetime,content,title
2020-12-31 23:58:54,  美国卫生与公众服务部长阿扎尔：第二批疫苗已准备好后几个星期后进行运输。,
2020-12-31 23:54:46,  以色列卫生部官员否认有关Moderna提早交付新冠疫苗的报道。,
2020-12-31 23:54:37,特斯拉盘中涨幅扩大至2%。,
2020-12-31 23:51:44,  美国卫生与公众服务部长亚历克斯·阿扎：密切关注报告给疾控中心的疫苗接种数据。,
2020-12-31 23:50:42,  【王毅同巴基斯坦外长库雷希通电话】王毅同巴基斯坦外长库雷希通电话。王毅表示，双方要扎实推进中巴经济走廊高质量发展，聚焦瓜达尔港、一号铁路干线升级改造等重点项目，推进产业、农业和科技合作，增强巴自主发展能力。中方愿向巴方提供力所能及的抗疫物资、技术和经验支持，帮助巴方彻底战胜疫情。双方要加快完成在巴疫苗三期临床试验，确保疫苗合作成果早日惠及巴民众。,
2020-12-31 23:50:27,【美国申请失业救济金人数意外下降 但疫情风险仍挥之不去】意外下降是可喜的迹象，但由于疫情对经济的影响仍未消退，申请失业金人数总体依然处于高位。虽然近期签署为法律的一揽子刺激方案应该可以缓冲企业进一步关停带来的影响，但纾困款可能要一段时间才能送到消费者手中，而疫苗暂时还无法广泛接种。,
2020-12-31 23:39:49,美元指数DXY短线走高近10点，报89.78；欧元兑美元EUR/USD短线下挫十余点，现报1.2246。,
2020-12-31 23:39:35,现货黄金突破1900美元/盎司关口，日内涨0.33%，为本周以来二度突破此关口。,
2020-12-31 23:36:27,  智利报告新增3022例新冠肺炎确诊病例。,
2020-12-31 23:36:27,  智利报告新增3022例新冠肺炎确诊病例。,
2020-12-31 23:31:12,美股早盘，恐惧与贪婪指数读数为49，表明市场处在中性状态。,
2020-12-31 23:30:41,美国至12月25日当周EIA天然气库存(亿立方英尺)前值 -1520；预期 -1250；公布 -1140。,
2020-12-31 23:30:12,EIA天然气报告：美国天然气库存总量为34600亿立方英尺，较去年同期增加2510亿立方英尺，同时较5年均值高出2060亿立方英尺。,
2020-12-31 23:27:06,富途控股(FUTU.O)盘中走强，现涨幅扩大至10%。,
2020-12-31 23:26:53,老虎证券(TIGR.O)盘中涨幅扩大至10%，报7.925美元。,
2020-12-31 23:26:40,欧元兑美元EUR/USD一度跌至日低，最低报1.2255。,
2020-12-31 23:21:57,现货钯金涨逾3%，报2443.50美元/盎司。,
2020-12-31 23:20:41,中概股多数下跌，哔哩哔哩跌近6%，达达集团跌超4%，百度、虎牙、阿里巴巴跌超1%。,
2020-12-31 23:19:04,美国富人在新冠疫情期间变得更加富有：自3月份市场触底至今，特斯拉CEO马斯克实现了最高的净资产增幅，净资产增加了1290亿美元，增幅高达523％。亚马逊CEO贝佐斯的净资产增长排名第二，增加了740亿美元。,
