datetime,content,title
2020-04-30 23:59:00,现货黄金短线下挫8美元，现报1695.71美元/盎司。,
2020-04-30 23:51:48,【黄金过去20年在暑期较为低迷】黄金在本月有望创下自2016年以来最大的月度涨幅。不过，尽管多数业内人士目前依然看好金价。但不得不提的是，已经逐步逼近历史高点的黄金价格，当前也面临着不小的风险。从季节性的角度看，过去20年间，金价在即将到来的5月-7月暑期行情中往往表现不佳，是仅有的连续收跌的月份。,
2020-04-30 23:51:48,【黄金过去20年在暑期较为低迷】黄金在本月有望创下自2016年以来最大的月度涨幅。不过，尽管多数业内人士目前依然看好金价。但不得不提的是，已经逐步逼近历史高点的黄金价格，当前也面临着不小的风险。从季节性的角度看，过去20年间，金价在即将到来的5月-7月暑期行情中往往表现不佳，是仅有的连续收跌的月份。,
2020-04-30 23:51:48,【黄金过去20年在暑期较为低迷】黄金在本月有望创下自2016年以来最大的月度涨幅。不过，尽管多数业内人士目前依然看好金价。但不得不提的是，已经逐步逼近历史高点的黄金价格，当前也面临着不小的风险。从季节性的角度看，过去20年间，金价在即将到来的5月-7月暑期行情中往往表现不佳，是仅有的连续收跌的月份。,
2020-04-30 23:50:50,据媒体报道：波音公司公司债将获得500亿美元认购。,
2020-04-30 23:49:45,特朗普表示，正在讨论向美国人发放更多援助支票。,
2020-04-30 23:48:42,特朗普表示，预计食品供应链将如以往一样强劲。,
2020-04-30 23:48:24,在岸人民币兑美元（CNY）北京时间23:30收报7.0629元，较周三夜盘收盘上涨126点。成交量247.30亿美元，较周三增加35.92亿美元。,
2020-04-30 23:48:14,特朗普表示，完全不担心食品供应情况。,
2020-04-30 23:47:21,特朗普表示，美国计划加快研发新冠疫苗。,
2020-04-30 23:47:21,特朗普表示，美国计划加快研发新冠疫苗。,
2020-04-30 23:45:14,  年内迄今，全球已有75家央行宣布降息。,
2020-04-30 23:45:14,  年内迄今，全球已有75家央行宣布降息。,
2020-04-30 23:44:18,【汇丰预计美国国债涨势仍未结束】在大多数分析师看来，今年病毒驱动的美国国债涨势已经结束，但汇丰控股的Steven Major并不这样认为。他预计，基准美国国债的收益率将会下降，年底时将达到0.5%，这是彭博债券收益率调查中的最低预期。而且，调查结果显示分析师预计基准美国国债收益率年底时将攀升至0.9％左右。在汇丰控股担任固定收益研究全球负责人的Major表示，他的观点是基于冠状病毒的经济影响使美联储利率维持在接近零。,
2020-04-30 23:44:05,特朗普表示，他对新冠疫苗的研发没有做出过度承诺。,
2020-04-30 23:44:05,特朗普表示，他对新冠疫苗的研发没有做出过度承诺。,
2020-04-30 23:43:34,德国总理默克尔：现在谈论解除旅行限制还为时过早。,
2020-04-30 23:43:34,德国总理默克尔：现在谈论解除旅行限制还为时过早。,
2020-04-30 23:43:09,阿曼石油部：告知阿曼的长期石油客户，7月份石油分配将减少大约30%。,
2020-04-30 23:43:09,阿曼石油部：告知阿曼的长期石油客户，7月份石油分配将减少大约30%。,
2020-04-30 23:42:12,欧洲股市收盘，德国DAX指数收跌2.25%，英国富时100指数收跌3.43%，法国CAC40指数收跌2.12%，欧洲斯托克50指数收跌2.37%。,
2020-04-30 23:42:12,欧洲股市收盘，德国DAX指数收跌2.25%，英国富时100指数收跌3.43%，法国CAC40指数收跌2.12%，欧洲斯托克50指数收跌2.37%。,
2020-04-30 23:40:23,【2019年公募基金减持中石油超百亿元】天相投顾数据显示，2019年公募基金净卖出金额最大的股票为中国石油，净卖出金额高达103.31亿元。此外，中国铁建、中国神华、新城控股和中国中车净卖出金额均超40亿元，分别为47.50亿元、46.22亿元、43.40亿元和40.99亿元。值得注意的是，2019年被大幅减持超35亿元的长春高新在今年一季度又被大幅增持，位列增持最多个股的第十四位，增持金额达31.39亿元，并位列2020年一季度基金第七大重仓股。,
2020-04-30 23:37:49,纽约州新冠肺炎新增死亡病例连续第5日下滑。,
2020-04-30 23:37:49,纽约州新冠肺炎新增死亡病例连续第5日下滑。,
2020-04-30 23:36:46,美国纽约州州长科莫：纽约州新增306例新冠肺炎死亡病例。,
2020-04-30 23:36:46,美国纽约州州长科莫：纽约州新增306例新冠肺炎死亡病例。,
2020-04-30 23:31:24,德国十年期国债收益率跌10个基点至-0.59%。,
2020-04-30 23:30:33,富时泛欧绩优300指数初步收跌2.14%，报1329.86点，4月份累计上涨大约5.8%。,
2020-04-30 23:29:01,美国众议院议长佩洛西：正讨论在下一份病毒援助法案中向各州和地方政府拨款1万亿美元。,
2020-04-30 23:27:18,德国总理默克尔：重启经济的进一步措施将在5月6日决定。,
2020-04-30 23:27:09,绿光资本创始人David Einhorn在推特上向特斯拉（TSLA.O）和马斯克发表公开信，质疑该公司的应收账款。,
2020-04-30 23:26:46,【深圳：对个人新购纯电动高级型或经济型乘用车补贴2万元/车】深圳市发改委起草了《关于应对新冠肺炎疫情影响促进深圳市新能源汽车推广应用的若干措施（征求意见稿）》。其中提到，对新购新能源小汽车的个人消费者给予综合使用财政补贴，其中新购纯电动高级型或经济型乘用车补贴2万元/车、新购插电式混合动力高级型乘用车补贴1万元/车。对个人置换更新新能源小汽车也实施财政补贴。政策措施自本文件印发之日起实施，至2020年12月31日止。,
2020-04-30 23:26:29,德国总理默克尔：今天与各州领导人的意见达成一致，在8月31日前禁止举行大型集会。,
2020-04-30 23:26:22,美国官员：9家企业租用美国应急石油储备空间，用于存储2300万桶石油。,
2020-04-30 23:26:00,CNN恐惧与贪婪指数读数47，表明市场处在中性状态。,
2020-04-30 23:25:23,德国总理默克尔：将在下周再次讨论封锁措施。,
2020-04-30 23:24:47,德国总理默克尔：准备好在感染曲线变陡时采取行动。,
2020-04-30 23:23:33,纽约联储购买110亿美元的国库券。,
2020-04-30 23:23:03,德国总理默克尔：需要进一步减少病毒感染人数。,
2020-04-30 23:23:03,德国总理默克尔：需要进一步减少病毒感染人数。,
2020-04-30 23:22:19,德国总理默克尔：需要确保我们不会再次陷入危机。,
2020-04-30 23:20:03,WTI原油期货6月合约涨幅扩大至21%，报18.23美元/桶。,
2020-04-30 23:19:45,美国众议院议长佩洛西：众议院的复会时间取决于疫情。,
2020-04-30 23:15:45,WTI原油期货日内涨幅扩大至20%，报18.1美元/桶。,
2020-04-30 23:15:37,深圳发改委发布新能源汽车推广应用的若干措施（征求意见稿），放宽个人新能源小汽车增量指标申请条件，取消对非深户籍人员最近连续24个月以上在本市缴纳医疗保险等条件限制。,
2020-04-30 23:15:10,美联储：各银行将运用其专业能力对企业进行评估，调整未计利息、税项、折旧及摊销前的利润，以合理承销主体街贷款项目。,
2020-04-30 23:14:59,德国财长肖尔茨：必须在放松限制方面做出正确的判断。,
