datetime,content,title
2022-09-30 23:59:42,【蒙特利尔银行：将美光科技(MU.O)目标价从80美元下调至70美元 维持跑赢大盘评级】蒙特利尔银行分析师Ambrish Srivastava在一份研究报告中告诉投资者该公司2022财年第四季度的业绩“还不错”，但其下一季度的指引“远低于”预期，其自由现金流将比他的模型“差很多”。然而，Srivastava补充说，在他的研究范围内，美光科技是“风险/回报状况较好的股票之一”。他预计该公司将继续受益于“更为理性的”DRAM行业。,
2022-09-30 23:59:23,  SVB Securities：将艾伯维(ABBV.N)目标价从140美元下调至135美元。,
2022-09-30 23:59:17,  Benchmark：将西部数据(WDC.O)目标价从34美元下调至28美元。,
2022-09-30 23:57:38,LME三个月期镍价格下跌5.3%，至每吨21150美元。,
2022-09-30 23:57:38,LME三个月期镍价格下跌5.3%，至每吨21150美元。,
2022-09-30 23:55:49,  欧洲汽车生产巨头Stellantis宣布法国多家工厂的罢工事件结束。,
2022-09-30 23:55:49,  欧洲汽车生产巨头Stellantis宣布法国多家工厂的罢工事件结束。,
2022-09-30 23:55:40,纽元兑美元NZD/USD日内跌幅达1.50%，现报0.5640。,
2022-09-30 23:55:05,【10月1日起广东除广州外认房不认贷？广州人行：不实信息】9月30日晚间，一份印有“广东市场利率定价自律机制”抬头的《关于调整辖内房地产信贷政策的决议》文件截图在网络流传较广。其中提到，自2022年10月1日起，辖内（除广州）的各地级市可按地方政府诉求，实行首套和二套商品住房“认房不认贷”政策，以及部分地市的首套房首付和利率调整的信息。广州人行相关负责人表示，经向有关业务部门证实，此为不实信息，请各方勿传勿信。（财联社）,
2022-09-30 23:53:45,  德意志银行：将威富集团(VFC.N)目标价从56美元下调至43美元。,
2022-09-30 23:52:33,通用汽车CEO：芯片短缺正在改善。,
2022-09-30 23:52:25,通用汽车CEO：没有看到通胀缓解。,
2022-09-30 23:50:28,【股市收盘】德国DAX30指数9月30日（周五）收盘上涨136.25点，涨幅1.14%，报12111.80点；英国富时100指数9月30日（周五）收盘上涨10.01点，涨幅0.15%，报6891.60点；法国CAC40指数9月30日（周五）收盘上涨85.47点，涨幅1.51%，报5762.34点；欧洲斯托克50指数9月30日（周五）收盘上涨39.81点，涨幅1.21%，报3318.85点；西班牙IBEX35指数9月30日（周五）收盘上涨66.31点，涨幅0.91%，报7366.41点；意大利富时MIB指数9月30日（周五）收盘上涨287.02点，涨幅1.41%，报20640.00点。,
2022-09-30 23:50:28,【股市收盘】德国DAX30指数9月30日（周五）收盘上涨136.25点，涨幅1.14%，报12111.80点；英国富时100指数9月30日（周五）收盘上涨10.01点，涨幅0.15%，报6891.60点；法国CAC40指数9月30日（周五）收盘上涨85.47点，涨幅1.51%，报5762.34点；欧洲斯托克50指数9月30日（周五）收盘上涨39.81点，涨幅1.21%，报3318.85点；西班牙IBEX35指数9月30日（周五）收盘上涨66.31点，涨幅0.91%，报7366.41点；意大利富时MIB指数9月30日（周五）收盘上涨287.02点，涨幅1.41%，报20640.00点。,
2022-09-30 23:50:12,通用汽车高管表示，汽车需求仍然强劲，芯片短缺状况有所改善。,
2022-09-30 23:49:30,伦镍日内大跌4.00%，现报21450.00美元/吨。,
2022-09-30 23:47:36,巴西央行官员Guardado：这是一个相当“陡峭”的加息周期。,
2022-09-30 23:47:36,巴西央行官员Guardado：这是一个相当“陡峭”的加息周期。,
2022-09-30 23:47:23,IMF总裁格奥尔基耶娃：执行委员会批准新的“粮食激增”窗口。,
2022-09-30 23:46:29,  古根海姆：将威富集团(VFC.N)目标价从60美元下调至50美元。,
2022-09-30 23:43:46,淡水河谷(VALE.N)涨超5%，此前宣布重组巴西镍和铜业务以实现高效管理。,
2022-09-30 23:43:31,英国天然气期货跌约6.8%，刷新日低至526.700便士。,
2022-09-30 23:43:31,英国天然气期货跌约6.8%，刷新日低至526.700便士。,
2022-09-30 23:40:36,美国食品药品管理局（FDA）继续就特定的婴儿配方奶粉供应问题进行自由裁量权执法。,
2022-09-30 23:39:31,【欧股收盘普涨】欧股收盘普涨，德国DAX30指数涨1.14%，英国富时100指数涨0.15%，法国CAC40指数涨1.51%，欧洲斯托克50指数涨1.21%。,
2022-09-30 23:39:18,乌克兰8月经常账户盈余20.18亿美元。,
2022-09-30 23:39:18,乌克兰8月经常账户盈余20.18亿美元。,
2022-09-30 23:38:32,  德意志银行：将耐克(NKE.N)目标价从123美元下调至99美元。,
2022-09-30 23:37:43,美联储理事鲍曼：美国监管机构必须就加密货币监管进行协调。,
2022-09-30 23:37:43,美联储理事鲍曼：美国监管机构必须就加密货币监管进行协调。,
2022-09-30 23:37:26,在岸人民币兑美元（CNY）北京时间23:30收报7.1211元，较周四夜盘收盘跌1点；成交量297.44亿美元。,
2022-09-30 23:37:03,【波罗的海干散货运价指数录得两年多以来最大单月涨幅】波罗的海干散货运价指数周五上涨，并录得两年多以来最大单月涨幅，受海岬型船和巴拿马型船需求增加带动。波罗的海干散货运价指数上涨3点至1760点，月线录得上涨82.4%，为2020年6月以来最大单月涨幅。海岬型船运价指数上涨1点至1955点，月线录得大涨547%，为2020年6月以来最大单月涨幅。海岬型船日均获利上涨12美元，至16214美元。巴拿马型船运价指数上涨19点或1%，至2082点；月线录得上涨71%，为2013年9月以来最大单月涨幅。巴拿马型船日均获利上涨175美元，至18742美元。超灵便型散货船运价指数下跌11点至1663点。,
2022-09-30 23:35:12,市场消息：美国官员与石油企业高管讨论炼油和燃料供应问题。,
2022-09-30 23:35:12,市场消息：美国官员与石油企业高管讨论炼油和燃料供应问题。,
2022-09-30 23:32:28,  欧盟委员会：欧盟批准德国4.50亿欧元关于俄罗斯天然气供应短缺的救助计划。,
2022-09-30 23:31:18,欧洲STOXX 600指数初步收涨1.40%，报388.25点，三季度累计下跌约5.15%。 德国DAX 30指数初步收涨1.18%，报12121.91点，三季度累跌约5.00%。 法国股指初步收涨1.51%，意大利股指初步收涨1.61%，英国股指初步收涨0.35%。,
2022-09-30 23:31:18,欧洲STOXX 600指数初步收涨1.40%，报388.25点，三季度累计下跌约5.15%。 德国DAX 30指数初步收涨1.18%，报12121.91点，三季度累跌约5.00%。 法国股指初步收涨1.51%，意大利股指初步收涨1.61%，英国股指初步收涨0.35%。,
2022-09-30 23:30:58,  瑞银集团：将耐克(NKE.N)目标价从156美元下调至141美元。,
2022-09-30 23:30:50,  花旗：将耐克(NKE.N)目标价从113美元下调至93美元。,
2022-09-30 23:29:32,  美国7月原油出口量达到创纪录的380万桶/日。,
2022-09-30 23:29:32,  美国7月原油出口量达到创纪录的380万桶/日。,
2022-09-30 23:28:31,  SPDR标普生物科技ETF上涨4%，有望创2020年以来首次季度上涨。,
2022-09-30 23:28:31,  SPDR标普生物科技ETF上涨4%，有望创2020年以来首次季度上涨。,
2022-09-30 23:26:46,  韦德布什：将耐克(NKE.N)目标价从121美元下调至101美元。,
2022-09-30 23:23:47,欧洲央行执委施纳贝尔：需要进一步提高利率才能将通胀率恢复到2%的目标。,
2022-09-30 23:23:47,欧洲央行执委施纳贝尔：需要进一步提高利率才能将通胀率恢复到2%的目标。,
2022-09-30 23:23:35,欧洲央行管委维斯科：盲目跟随美联储可能是严重的误判。,
2022-09-30 23:23:35,欧洲央行管委维斯科：盲目跟随美联储可能是严重的误判。,
2022-09-30 23:22:46,  古根海姆：将耐克(NKE.N)目标价从155美元下调至135美元。,
2022-09-30 23:21:48,欧洲央行管委维斯科：一旦经济已经明显放缓，加息可能对通胀产生最大影响。,
2022-09-30 23:21:48,欧洲央行管委维斯科：一旦经济已经明显放缓，加息可能对通胀产生最大影响。,
2022-09-30 23:21:14,欧洲央行执委施纳贝尔：我们需要进一步提高关键政策利率。,
2022-09-30 23:21:14,欧洲央行执委施纳贝尔：我们需要进一步提高关键政策利率。,
2022-09-30 23:20:58,欧洲央行执委施纳贝尔：通货膨胀持续的不确定性继续要求对货币政策采取“强有力的控制”方法。,
2022-09-30 23:20:58,欧洲央行执委施纳贝尔：通货膨胀持续的不确定性继续要求对货币政策采取“强有力的控制”方法。,
2022-09-30 23:19:53,  富国银行：首予Coinbase(COIN.O)减持评级，目标价57美元。,
2022-09-30 23:16:42,欧洲央行管委维斯科：欧元区中期经济前景重要的是建立更适当的终值水平，并逐步推进。,
2022-09-30 23:16:42,欧洲央行管委维斯科：欧元区中期经济前景重要的是建立更适当的终值水平，并逐步推进。,
2022-09-30 23:16:24,欧洲央行管委维斯科：尽管长期通胀预期保持稳定，工资增长适度，但利率必须保持上升。,
2022-09-30 23:15:56,COMEX期银日内涨超3.00%，现报19.28美元/盎司。,
2022-09-30 23:15:56,COMEX期银日内涨超3.00%，现报19.28美元/盎司。,
2022-09-30 23:15:00,【比亚迪半导体IPO发行注册程序中止】创业板发行上市审核信息公开网站显示，9月30日，比亚迪半导体股份有限公司因IPO注册申请文件中记载的财务资料已过有效期，需要补充提交，根据《创业板首次公开发行股票注册管理办法（试行）》第二十九条的相关规定，其发行注册程序中止。,
2022-09-30 23:14:35,  美股明星科技股集体上涨，美光科技(MU.O)涨约4%，英伟达(NVDA.O)涨超3%，特斯拉(TSLA.O)涨超2%，亚马逊(AMZN.O)涨约2%。,
2022-09-30 23:12:51,特斯拉(TSLA.O)短线走高，涨2.25%。,
2022-09-30 23:12:25,热门中概股走高，贝壳(BEKE.N)涨约8%，阿里巴巴(BABA.N)、蔚来汽车(NIO.N)、拼多多(PDD.O)、腾讯音乐(TME.N)均涨超3%。,
2022-09-30 23:05:41,消息人士：特斯拉计划第四季度在全球生产49.5万辆Model Y、Model 3，产量远高于第三季度；计划在2023年前三季度在全球范围内造160万辆Model Y和Model 3。,
2022-09-30 23:05:41,消息人士：特斯拉计划第四季度在全球生产49.5万辆Model Y、Model 3，产量远高于第三季度；计划在2023年前三季度在全球范围内造160万辆Model Y和Model 3。,
2022-09-30 23:05:23,  美股走高，纳指涨幅扩大至1%。,
2022-09-30 23:04:03,  据国际文传电讯社报道，俄罗斯计划在第四季度出售1500亿卢布的俄罗斯联邦政府债券(OFZ)。（财联社）,
2022-09-30 23:02:29,  美国证交所(SEC)指控两名加拿大软件工程师进行内幕交易。,
2022-09-30 23:02:21,美联储理事鲍曼：银行压力测试的结果可以在数年内平均化，以减少资本要求的波动。,
2022-09-30 23:01:40,高盛：如果欧洲其他地区实行天然气零售价格上限，市场紧张仍将反映在批发价格和液化天然气进口价格上。,
2022-09-30 23:01:40,高盛：如果欧洲其他地区实行天然气零售价格上限，市场紧张仍将反映在批发价格和液化天然气进口价格上。,
2022-09-30 22:59:03,【乌克兰召开国家安全委员会紧急会议】据当地媒体9月30日报道，当天乌克兰总统泽连斯基主持召开了乌国家安全委员会紧急会议，讨论了加强和扩大支持乌克兰的国际联盟，增加对乌克兰军事和技术援助，落实在国际舞台上获得安全保障等。（央视新闻）,
2022-09-30 22:57:28,澳元兑美元AUD/USD日内跌幅达1.00%，现报0.6435。,
