datetime,content,title
2022-07-31 23:57:21,【分拆+借壳，A股首单来了！作价53.57亿元】7月31日晚间，南岭民爆披露发行股份购买资产并募集配套资金暨关联交易报告书（草案）显示，中国能建拟分拆子公司易普力重组上市，南岭民爆将通过收购易普力成为民爆行业产能规模第一的上市公司。值得一提的是，这也是A股首单“分拆+借壳”交易方案。,
2022-07-31 23:54:58,【美国成为世界上已知猴痘病例最多国家】美国猴痘病例数在过去一周内猛增。美国疾病控制与预防中心发布的数据显示，美国已经成为世界上已知猴痘病例最多的国家。,
2022-07-31 23:44:59,【香港特区政府环境及生态局局长：香港将致力于2035年实现碳排放量减少至一半】香港特区政府环境及生态局局长谢展寰7月30日在出席环保活动中表示，近年来，特区政府采取多项措施有效减少碳排放，包括为特区政府设定新的绿色能源目标、大幅减少燃煤发电、引入上网电价计划等。随着各项措施相继落实，香港的碳排放量已在2014年达峰，至今已将碳排放量减少了约四分之一，下一个目标是在2035年将香港的碳排放量减少至一半。 (央视),
2022-07-31 23:43:31,【美国食品公司：今年万圣节或出现糖果短缺】北美地区最大的巧克力及巧克力类糖果制造商好时公司日前发出警告说，由于供应链问题持续以及俄乌冲突导致成本上涨，今年10月底至11月初的万圣节期间，消费者可能面临糖果短缺状况。美国好时公司首席执行官米歇尔·巴克7月28日在公司发布第二季度财报后表示：公司将无法完全满足消费者的假期需求，消费者今年万圣节假期可能会面临买不到足够糖果的情况。,
2022-07-31 23:43:31,【美国食品公司：今年万圣节或出现糖果短缺】北美地区最大的巧克力及巧克力类糖果制造商好时公司日前发出警告说，由于供应链问题持续以及俄乌冲突导致成本上涨，今年10月底至11月初的万圣节期间，消费者可能面临糖果短缺状况。美国好时公司首席执行官米歇尔·巴克7月28日在公司发布第二季度财报后表示：公司将无法完全满足消费者的假期需求，消费者今年万圣节假期可能会面临买不到足够糖果的情况。,
2022-07-31 23:42:12,【员工盗用客户信息开立账户，美国银行被罚3750万美元】据美国有线电视新闻网（CNN）网站7月31日报道，美国银行（Bank of America）日前被美国消费者金融保护局处以3750万美元（约合人民币2.5亿元）的罚款。处罚原因是该行部分员工非法获取客户信贷报告，并在未经客户允许的情况下开立账户。（澎湃）,
2022-07-31 23:39:19,【俄国防部：乌使用海马斯火箭炮袭击乌军俘虏营 致50死73伤】当地时间7月30日，俄罗斯国防部发布公告称，7月29日乌克兰方面蓄意使用美制海马斯火箭炮发射火箭弹，击中了叶连诺夫卡附近的关押有193名乌克兰俘虏的营地。俄罗斯国防部公布的名单显示，共有50名乌克兰俘虏死亡，73人受伤。其中48具尸体在废墟下被发现，2人在送往医院途中死去。,
2022-07-31 23:34:44,【俄举行海军节阅兵式 普京出席并讲话】俄罗斯总统普京7月31日出席在圣彼得堡举行的海军节阅兵式并发表讲话时指出，新批准的俄罗斯海洋学说指明了俄国家利益的边界和区域，俄罗斯将坚定捍卫国家利益和安全。,
2022-07-31 23:26:00,【我国第一艘自主研制建造的渔业捕捞加工船在江苏连云港成功交付】7月30日上午，“深蓝”号渔业捕捞加工船交船暨出航仪式在中国船舶黄埔文冲船厂举行。“深蓝”号是我国第一艘自主研制建造的渔业捕捞加工船，单船日产量可达600吨，年产量可达7至10万吨。（央视）,
2022-07-31 23:22:55,【四川路桥与比亚迪签订战略补充协议 欲委托比亚迪经营管理磷酸铁锂项目】7月31日晚间，四川路桥发布公告，鉴于3名特定对象看好四川路桥未来的发展前景，各方所认购定增股份的限售期将由18个月调整为36个月。在合作方面，四川路桥计划委托比亚迪（或其控股子公司）对四川蜀能矿产有限责任公司的磷酸铁锂项目进行经营管理，计划将蜀能矿产发展为比亚迪电池产业的优质供应商。,
