datetime,content,title
2021-10-31 23:59:20,【持股市值合计93亿元！冯柳第三季度大举加注这两家公司】善于“逆向投资”的高毅资产合伙人冯柳，在2021年第三季度大举加仓恒立液压、三一重工。2021年上半年，冯柳管理的高毅邻山1号远望基金（下称“高毅邻山1号”），已进入恒立液压、三一重工的前十大股东榜；在2021年第三季度，这两家公司排在了高毅邻山1号增持资金量的前两名。东财choice数据显示，目前，高毅邻山1号持有恒立液压、三一重工的流通股市值合计93.17亿元。,
2021-10-31 23:59:20,【持股市值合计93亿元！冯柳第三季度大举加注这两家公司】善于“逆向投资”的高毅资产合伙人冯柳，在2021年第三季度大举加仓恒立液压、三一重工。2021年上半年，冯柳管理的高毅邻山1号远望基金（下称“高毅邻山1号”），已进入恒立液压、三一重工的前十大股东榜；在2021年第三季度，这两家公司排在了高毅邻山1号增持资金量的前两名。东财choice数据显示，目前，高毅邻山1号持有恒立液压、三一重工的流通股市值合计93.17亿元。,
2021-10-31 23:51:41,美国白宫：美国总统拜登与新加坡总理李显龙在罗马进行了会晤。,
2021-10-31 23:50:54,【*ST基础：法院裁定批准公司及二十家子公司重整计划】*ST基础公告，2021年10月31日，海南省高级人民法院裁定批准《海航基础设施投资集团股份有限公司及其二十家子公司重整计划》。法院裁定批准《重整计划》后，海航基础及二十家子公司进入《重整计划》执行阶段。,
2021-10-31 23:47:37,【日本大选：自民党保住过半席位，岸田将继续执政】观察者网消息，当地时间10月31日，日本举行第49届众议院选举，目前计票正在进行中。最终得票结果将于11月1日凌晨揭晓。据日本广播协会（NHK）速报，自民党和公明党组成的执政联盟已经确定获得超过半数的233个席位。而自民党也取得单独过半数。岸田文雄政府将继续执政。,
2021-10-31 23:46:53,【混沌天成能化周报：聚酯链可能已经见底，震荡为主】① PTA目前供需处于震荡格局。终端织造延续良好态势，织造的产成品库存和原料库存低位，效益进一步好转，开工率也周度攀升。从织造到聚酯的传导并不顺畅，聚酯产销持续低迷，周五降价促销，聚酯销量才稍稍提升，涤丝产品库存增加1-4天，这是拖累PTA最大的利空。PTA自身开工率下降3.3%，周度继续累库。PX-石脑油价差仅有150美元/吨，过去一个月的检修未能提振利润，工厂又到了开车的时间点。PTA可能在5300一线窄幅震荡，等待驱动；② MEG：煤价塌陷式下跌，EG跟跌。MEG价格已经跌破油制成本，EG目前库存低位，煤价企稳可能也会促织MEG价格企稳。EG目前没有很强的上涨驱动，期价将横盘整理为主；③ PF：短纤周度开工攀升，库存攀升，终端需求未能有效传递到短纤环节。原料价格持稳震荡，短纤上行阻力较大，投资者以震荡思路对待。,
2021-10-31 23:46:53,【混沌天成能化周报：聚酯链可能已经见底，震荡为主】① PTA目前供需处于震荡格局。终端织造延续良好态势，织造的产成品库存和原料库存低位，效益进一步好转，开工率也周度攀升。从织造到聚酯的传导并不顺畅，聚酯产销持续低迷，周五降价促销，聚酯销量才稍稍提升，涤丝产品库存增加1-4天，这是拖累PTA最大的利空。PTA自身开工率下降3.3%，周度继续累库。PX-石脑油价差仅有150美元/吨，过去一个月的检修未能提振利润，工厂又到了开车的时间点。PTA可能在5300一线窄幅震荡，等待驱动；② MEG：煤价塌陷式下跌，EG跟跌。MEG价格已经跌破油制成本，EG目前库存低位，煤价企稳可能也会促织MEG价格企稳。EG目前没有很强的上涨驱动，期价将横盘整理为主；③ PF：短纤周度开工攀升，库存攀升，终端需求未能有效传递到短纤环节。原料价格持稳震荡，短纤上行阻力较大，投资者以震荡思路对待。,
2021-10-31 23:42:16,【习近平：支持有条件的地方、行业、企业率先碳达峰】国家主席习近平31日晚在北京继续以视频方式出席二十国集团领导人第十六次峰会，重点阐述对气候变化、能源、可持续发展等问题的看法。习近平说：“过去15年，中国碳排放强度大幅超额完成2020年气候行动目标。中方将陆续发布重点领域和行业碳达峰实施方案和支撑措施，构建起碳达峰、碳中和‘1+N’政策体系。持续推进能源、产业结构转型升级，推动绿色低碳技术研发应用，支持有条件的地方、行业、企业率先达峰，为全球应对气候变化、推动能源转型的努力作出积极贡献。”（新华社）,
2021-10-31 23:41:09,【*ST大集：法院裁定批准公司及二十四家子公司重整计划】*ST大集公告，2021年10月31日，海南省高级人民法院裁定批准《供销大集集团股份有限公司及其二十四家子公司重整计划》。法院裁定批准《重整计划》后，供销大集及二十四家子公司进入《重整计划》执行阶段。,
2021-10-31 23:35:16,【*ST海航：法院裁定批准公司及十家子公司重整计划】*ST海航公告，2021年10月31日，海南省高级人民法院裁定批准《海南航空控股股份有限公司及其十家子公司重整计划》。法院裁定批准《重整计划》后，海航控股及十家子公司进入《重整计划》执行阶段。,
2021-10-31 23:33:49,南非新增230例新冠肺炎确诊病例，累计确诊2922116例。,
2021-10-31 23:26:55,媒体消息：日本执政联盟在众议院获得261个席位。,
2021-10-31 23:22:05,【兰州新区恢复正常上班 居民小区“差异化防控”】兰州新区新冠肺炎疫情联防联控领导小组办公室31日发布，从即日起，兰州新区实施分区分级分类差异化防控，对居民小区实行分区分级管控，中央及省市驻新区各单位，新区各党政机关、企事业单位、人民团体停止居家办公模式、恢复正常上班。,
2021-10-31 23:14:45,据南非城市新闻报：南非当局将通过“家庭补助金”取代现行的新冠疫情社会救助金，以降低救济成本。,
2021-10-31 23:12:08,据媒体报道，日本执政联盟将维持在众议院的多数席位。,
2021-10-31 23:09:13,新加坡新增3163例新冠肺炎确诊病例，新增13例死亡病例。,
2021-10-31 23:01:51,【上海迪士尼乐园和迪士尼小镇明后天暂时关闭 相关票务退改细则出炉】上海发布10月31日消息，上海迪士尼度假区说，根据疫情防控要求，上海迪士尼乐园和迪士尼小镇将于2021年11月1日和2日（周一和周二）暂时关闭。恢复运营时间一旦明确，将及时告知。对于在此期间受到影响的各位游客，度假区制订了相关票务的退改细则。（上证报）,
2021-10-31 22:56:37,【创近十年新高，公募基金持有市值占A股流通市值比例达8.31%】近日中国银河证券基金研究中心发布的数据显示，截至2021年三季度末，公募基金共持有5.72万亿A股市值，占A股流通市值比例为8.31%。按披露的季度末时间计算公募基金持股市值占流通市值比例看，本次8.31%的比例创下近十年新高。中国银河证券基金研究中心表示，数据表明，近几年大力发展权益基金取得可喜的效果，也是公募基金作为市场主要机构投资者实力恢复的体现。（中证报）,
2021-10-31 22:51:36,【习近平：坚持推动实现更加强劲、绿色、健康的全球发展】国家主席习近平31日晚在北京继续以视频方式出席二十国集团领导人第十六次峰会。 习近平强调，中方近期发起全球发展倡议，呼吁国际社会加快落实联合国2030年可持续发展议程，推动实现更加强劲、绿色、健康的全球发展。中方呼吁二十国集团凝聚共识，加强行动。坚持发展优先，贯彻以人民为中心理念；坚持行动导向，推进务实合作；坚持互利共赢，构筑伙伴关系。（新华社）,
2021-10-31 22:50:54,【习近平：促进发展中国家可持续发展，事关整个人类和地球的前途和命运】国家主席习近平31日晚在北京继续以视频方式出席二十国集团领导人第十六次峰会。 习近平指出，当前，新冠肺炎疫情延宕蔓延引发多重危机，国际社会多年积累的发展成果遭受严重侵蚀，发展中国家面临前所未有的冲击和考验。新冠肺炎疫情再次昭示，各国命运相连、利益相融，是人类命运共同体。促进发展中国家可持续发展，将造福有关国家人民，也事关整个人类和地球的前途和命运。（新华社）,
