datetime,content,title
2025-07-31 23:36:11,【要食言？马斯克尚未注册“美国党”】财联社7月31日电，据央视新闻报道，美国知名企业家埃隆·马斯克7月5日宣布成立新政党“美国党”。然而，作此宣布将近一个月后，马斯克尚未注册这一政党。美国阿克西奥斯新闻网站7月30日报道，马斯克承诺组建政党将近一个月后，仍未提交任何正式文件。特斯拉投资人詹姆斯·菲什巴克认为，马斯克在与特朗普“决裂”后，借宣布成立“美国党”“宣泄情绪”，但他迄今既没有提交注册文件，也没有推出候选人，“根本没有任何实质性进展”。,要食言？马斯克尚未注册“美国党”
2025-07-31 23:31:51,【特朗普称美国与墨西哥的关税协议将延长90天】财联社7月31日电，据央视新闻报道，美国总统特朗普在其社交平台“真实社交”上发文称，他刚刚与墨西哥总统进行电话交谈。特朗普表示，与墨西哥达成协议的复杂性与其他国家达成协议有所不同，他们同意延长两国的协议90天，即墨西哥将继续支付25%的芬太尼关税、25%的汽车关税以及50%的钢铁、铝和铜关税。此外，墨西哥已同意立即取消其设置的许多非关税贸易壁垒。美国将在未来90天内与墨西哥进行磋商，目标是在90天或更长时间内签署贸易协议。双方将继续在边境安全的各个方面开展合作，包括毒品、毒品分销以及非法移民问题。,特朗普称美国与墨西哥的关税协议将延长90天
2025-07-31 22:16:25,【恒大汽车：延迟寄发通函日期至8月29日 涉重大及持续关连交易】财联社7月31日电，恒大汽车公告称，将进一步延迟寄发通函。根据公告，原定于2025年7月30日寄发的通函，现预计新的寄发日期为2025年8月29日。此次延迟涉及重大及持续关连交易，包括关连应收贷款和绿化工程服务、材料采购及销售新能源汽车的持续关连交易更新。另外还包括有关公司向安新控股有限公司（中国恒大集团（清盘中）的一家附属公司）出售荟保有限公司及Flaming Ace Limited的全部已发行股份。,恒大汽车：延迟寄发通函日期至8月29日 涉重大及持续关连交易
2025-07-31 22:03:15,财联社7月31日电，纳斯达克中国金龙指数开盘微跌。金山云涨超7%，万国数据、小马智行涨超3%，哔哩哔哩涨超2%，名创优品跌超5%。,
2025-07-31 21:59:06,【千里科技：拟3.45亿元出售P658项目技术知识产权给关联方宁波研究院】财联社7月31日电，千里科技(601777.SH)公告称，公司全资子公司睿蓝制造拟与宁波吉利汽车研究开发有限公司签署技术转让协议，将在研车型技术知识产权转让给宁波研究院，交易价格为3.45亿元人民币（含税）。P658项目为增程版车型，系公司自行研发项目，目前仍在开发阶段，其研发进度、技术使用正常。,千里科技：拟3.45亿元出售P658项目技术知识产权给关联方宁波研究院
2025-07-31 21:52:22,【甲骨文创始人拉里・埃里森净资产飙升至3000亿美元】财联社7月31日电，甲骨文股价涨2.2%再创历史新高，总市值达到7200亿美元。其联合创始人兼董事长拉里・埃里森（Larry Ellison）净资产达到3000亿美元，进一步巩固其全球第二富豪的地位，仅次于马斯克的3637亿美元身价。,甲骨文创始人拉里・埃里森净资产飙升至3000亿美元
2025-07-31 21:52:22,【甲骨文创始人拉里・埃里森净资产飙升至3000亿美元】财联社7月31日电，甲骨文股价涨2.2%再创历史新高，总市值达到7200亿美元。其联合创始人兼董事长拉里・埃里森（Larry Ellison）净资产达到3000亿美元，进一步巩固其全球第二富豪的地位，仅次于马斯克的3637亿美元身价。,甲骨文创始人拉里・埃里森净资产飙升至3000亿美元
2025-07-31 21:45:20,财联社7月31日电，万事达股价涨超1%，其二季度盈利超出预期。,
2025-07-31 21:42:12,"【东方雨虹：债务重组涉及金额8.39亿元】财联社7月31日电，东方雨虹(002271.SZ)公告称，公司在2025年上半年通过取得抵债资产等方式进行债务重组，涉及金额共计8.39亿元。其中，作为债权人的债务重组账面价值为83,941.05万元，作为债务人的债务重组账面价值为5,856.33万元。此次债务重组不构成关联交易，也不构成重大资产重组。",东方雨虹：债务重组涉及金额8.39亿元
2025-07-31 21:40:56,【东方雨虹：拟1.23亿美元收购智利Construmart S.A.100%股权】财联社7月31日电，东方雨虹(002271.SZ)公告称，公司全资子公司东方雨虹海外发展公司及东方雨虹国际贸易公司拟以自有资金合计出资约1.23亿美元收购交易对方持有的智利Construmart S.A.100%股权。交易完成后，东方雨虹海外发展公司将持有Construmart 99%股权，东方雨虹国际贸易公司将持有1%股权。本次交易不构成关联交易，亦不构成重大资产重组。,东方雨虹：拟1.23亿美元收购智利Construmart S.A.100%股权
