datetime,content,title
2025-09-30 23:37:55,【Millennium据悉因FirstBrands破产遭受1亿美元损失】财联社9月30日电，Millennium Management是在汽车零部件供应商First Brands Group突然破产事件中受创的最大华尔街机构之一。据知情人士透露，Millennium一支由SeanO’Sullivan领导的投资团队在该供应商滑向破产之际，对押注FirstBrands的头寸进行了减记。其中一名人士称，亏损预计合计约1亿美元。在外界对公司使用不透明的表外融资来管理其汽车零部件品牌网络（包括Fram空气滤清器和Anco雨刷）持续数周的担忧之后，FirstBrands于周日晚在德克萨斯州根据《破产法》第11章提出破产保护申请。,Millennium据悉因FirstBrands破产遭受1亿美元损失
2025-09-30 23:26:55,【惠同新材：筹划收购保定三源不低于51%股权 预计构成重大资产重组】财联社9月30日电，惠同新材公告，拟以现金收购保定三源不低于51%股权，预计构成重大资产重组，不构成重组上市或关联交易。公司已签署股权收购意向协议，最终交易方案、价格等尚需进一步论证和协商。预计6个月内披露相关预案或报告书（草案）。,惠同新材：筹划收购保定三源不低于51%股权 预计构成重大资产重组
2025-09-30 23:14:10,财联社9月30日电，英伟达涨幅扩大至3%，总市值超过4.5万亿美元。,
2025-09-30 23:08:28,财联社9月30日电，波音据悉与罗尔斯・罗伊斯公司就737后续机型的发动机问题进行了谈判。,
2025-09-30 22:58:46,财联社9月30日电，利弗莫尔证券显示，珠海宝丰堂半导体股份有限公司向港交所提交上市申请书，独家保荐人为招商证券国际。,
2025-09-30 22:53:37,财联社9月30日电，利弗莫尔证券显示，深圳华付技术股份有限公司向港交所提交上市申请书，联席保荐人为农银国际、中信证券。,
2025-09-30 22:50:51,财联社9月30日电，利弗莫尔证券显示，安诺优达基因科技（北京）股份有限公司向港交所提交上市申请书，联席保荐人为建银国际、国泰君安国际。,
2025-09-30 22:39:40,财联社9月30日电，利弗莫尔证券显示，北京同仁堂医养投资股份有限公司更新聆讯后资料集，意味着港交所IPO通过聆讯。,
2025-09-30 22:34:33,财联社9月30日电，利弗莫尔证券显示，奥联服务集团股份有限公司向港交所提交上市申请书，独家保荐人为农银国际。,
2025-09-30 22:23:48,【特发信息：宽温区MEMS光纤多物理量敏感元件及传感器项目通过国家科技部中期验收】财联社9月30日电，特发信息在互动平台表示，“宽温区MEMS光纤多物理量敏感元件及传感器”项目按计划推进，目前已通过国家科技部中期验收。公司生产的特种光缆（耐核辐射光缆）可以应用于核电领域。公司将积极关注特种电缆的业务机会。,特发信息：宽温区MEMS光纤多物理量敏感元件及传感器项目通过国家科技部中期验收
2025-09-30 22:08:03,财联社9月30日电，英伟达盘中拉升涨近2%，股价最高触及184.94美元，再创历史新高。,
2025-09-30 22:08:03,财联社9月30日电，英伟达盘中拉升涨近2%，股价最高触及184.94美元，再创历史新高。,
2025-09-30 21:55:40,财联社9月30日电，辉瑞涨超2%，报道称，特朗普将宣布与辉瑞的药品定价协议，后者将自愿通过医疗补助计划以更低价格销售其药物。,
2025-09-30 21:50:33,"【财联社9月30日晚间新闻精选】
1、证券期货违法行为吹哨人奖励工作规定草案征求意见，可奖励案件条件从罚没款金额10万元提升为100万元。
2、证监会召开“十五五”资本市场规划上市公司和行业机构座谈会，全面推进实施新一轮资本市场改革开放，不断提升市场的吸引力、包容性和竞争力。
3、央行公告，10月9日将开展11000亿元买断式逆回购操作。期限为3个月。
4、国家发改委下达今年第四批690亿元超长期特别国债支持消费品以旧换新资金。至此，全年3000亿元中央资金已全部下达。
5、CFM闪存市场最新预测，预计2025年全球存储市场规模有望实现1932亿美元，创历史最高记录。
6、东方财富：股东陆丽丽、沈友根拟询价转让1.5%股份。新易盛控股股东高光荣拟询价转让1.15%股份。海南华铁子公司终止36.9亿元算力服务协议，上交所同日对其下发监管工作函。寒武纪：本次定增发行价格为1195.02元/股，较收盘价折价10%。豪威集团控股股东虞仁荣拟减持不超过2400万股。交大思诺：董事长李伟被实施留置。张江高科：控股股东张江集团拟减持不超过1%公司股份。",财联社9月30日晚间新闻精选
2025-09-30 21:48:53,财联社9月30日电，核电股Oklo开盘跌超3%，此前美银将其评级从“买入”下调至“中性”。,
2025-09-30 21:44:47,财联社9月30日电，费城半导体指数小幅高开，现涨0.5%，泛林集团、美光科技涨超1%，阿斯麦、台积电涨近1%，英特尔跌超3%。,
2025-09-30 21:39:39,财联社9月30日电，回声星通信（EchoStar）股价上涨超3%，此前有报道称威瑞森通讯正就收购该公司无线频谱进行谈判。,
2025-09-30 21:36:52,财联社9月30日电，因管理层发生变动，音乐流媒体平台Spotify开盘跌超3%。,
2025-09-30 21:34:43,财联社9月30日电，全球碳化硅厂商Wolfspeed股价上涨28%，此前公司宣布脱离《美国破产法》第11章破产保护程序，并大幅削减债务及利息成本。,
2025-09-30 21:32:18,【纳斯达克中国金龙指数盘初涨0.3%】财联社9月30日电，热门中概股多数走高，纳斯达克中国金龙指数涨0.3%。哔哩哔哩涨超5%，蔚来涨超3%，理想汽车涨超2%。,纳斯达克中国金龙指数盘初涨0.3%
2025-09-30 21:32:03,财联社9月30日电，云计算服务商CoreWeave开盘走高，涨超11%，此前公司与Meta签署价值140亿美元算力供应协议。,
