datetime,content,title
2025-04-30 16:10:15,【投资日历：5月资本市场大事提醒】,投资日历：5月资本市场大事提醒
2025-04-30 07:37:51,"【投资日历：周三资本市场大事提醒】
①今日暂无新股申购。
②国务院台湾事务办公室定于4月30日上午10:00举行例行新闻发布会。
③OpenAI：GPT-4将于4月30日从ChatGPT中“退役”，被GPT-4o完全取代。
④世界黄金协会发布第一季度《黄金需求趋势》报告。
⑤国内成品油将开启新一轮调价窗口。
⑥所有板块年报、一季度披露截止日。
⑦因劳动节前夕，国内期货市场今日无夜盘交易。
⑧今日有1080亿元7天期逆回购到期。
⑨今日将公布中国4月官方制造业PMI等数据。",投资日历：周三资本市场大事提醒
2025-04-30 07:14:27,"【周三（4月30日）重点关注财经事件和经济数据】
①09:30 中国4月官方制造业PMI；
②09:30 澳大利亚第一季度CPI年率、3月加权CPI年率；
③09:45 中国4月财新制造业PMI；
④13:30 法国第一季度GDP年率初值；
⑤14:00 英国4月Nationwide房价指数月率；
⑥14:45 法国4月CPI月率初值；
⑦15:55 德国4月季调后失业人数及失业率；
⑧16:00 德国第一季度未季调GDP年率初值、瑞士4月ZEW投资者信心指数；
⑨17:00 欧元区第一季度GDP年率初值；
⑩20:00 德国4月CPI月率初值；
⑪20:15 美国4月ADP就业人数；
⑫20:30 美国第一季度GDP及PCE年化季率，第一季度劳工成本指数季率，美国财政部公布季度再融资声明；加拿大2月GDP月率；
⑬21:45 美国4月芝加哥PMI。",周三（4月30日）重点关注财经事件和经济数据
2025-04-29 08:02:31,"【投资日历：周二资本市场大事提醒】
①今日暂无新股申购。
②第八届数字中国建设峰会将于4月29日至30日举办。
③Meta宣布将于4月29日举行首届LlamaCon——专门面向生成式人工智能的开发者大会。
④2025年中央金融机构注资特别国债将在4月29日起上市交易。
⑤蔚来公司旗下智能电动车firefly萤火虫将在4月29日开启交付。
⑥今日，日股休市一日。
⑦今日上汽集团、隆基绿能、春秋航空、伊利集团、山西汾酒等股将披露年报。
⑧今日贵州茅台、招商银行、美的集团、中信证券、赛力斯等股将披露一季报。
⑨今日有2205亿元7天期逆回购到期。
⑩今日将公布欧元区4月经济景气指数等数据。",投资日历：周二资本市场大事提醒
2025-04-29 07:13:22,"【周二（4月29日）重点关注财经事件和经济数据】
①14:00 德国5月Gfk消费者信心指数；
②17:00 欧元区4月工业景气指数、4月经济景气指数；
③20:00 美国财长贝森特参加发布会；
④20:30 美国财长贝森特发表讲话；
⑤21:00 美国2月FHFA房价指数月率、2月S&P/CS20座大城市未季调房价指数年率；
⑥22:00 美国3月JOLTs职位空缺、4月谘商会消费者信心指数；
⑦次日04:30 美国至4月25日当周API原油库存。",周二（4月29日）重点关注财经事件和经济数据
2025-04-28 13:35:37,【预告：2025年贸易投资促进峰会将于5月22日举办】财联社4月28日电，中国贸促会4月28日举行4月例行新闻发布会，发言人赵萍回答记者提问。 赵萍宣布，经国务院批准，今年的贸易投资促进峰会将于5月22日在北京钓鱼台国宾馆举办。本届峰会主题新，主题为“拥抱数智时代，携手共同发展”；议题热，将设置开幕式、全体会议以及3场平行论坛，全体会议议题为“数智赋能，共建更加安全稳定开放合作的全球产业链供应链”，平行论坛将围绕“数智驱动，营造开放公平的创新生态”“数智时代的全球贸易投资合作”等议题深入探讨；成果实，峰会还将发布《2025年全球贸易投资促进峰会北京倡议》，倡议全球工商界携手探索新形式新领域合作，推动实现更加强劲、绿色、健康的全球发展。“欢迎各位媒体朋友届时关注和报道。”赵萍说。,预告：2025年贸易投资促进峰会将于5月22日举办
2025-04-28 07:48:40,"【投资日历：周一资本市场大事提醒】
①今日共有2只新股申购，为创业板的泽润新能（301636）、北交所的天工股份（920068）。
②中国贸促会将于4月28日上午10:00-11:00召开4月例行新闻发布会。
③华为官微：2025创新数据基础设施论坛将于4月28日至29日在德国慕尼黑举行。
④第八届数字中国建设峰会现场体验区将于4月28日至5月4日亮相福州海峡国际会展中心。
⑤北京香山论坛先导会将于4月28日至30日在北京举行。
⑥中国气象局将于4月28日召开2025年5月新闻发布会，发布4月全国天气气候特征、“五一”假期天气和5月气候趋势预测及气象服务提示；《防雷减灾管理办法》解读。
⑦今日海天味业、山东黄金、药明康德等股将披露一季报。
⑧今日百济神州、迈瑞医疗、老凤祥等股将披露年报。
⑨今日有1760亿元7天期逆回购到期。
⑩今日将公布美国4月达拉斯联储商业活动指数等数据。",投资日历：周一资本市场大事提醒
2025-04-28 07:05:02,"【周一（4月28日）重点关注财经事件和经济数据】
①待定 加拿大举行联邦选举；
②10:00 国新办举行新闻发布会，介绍稳就业稳经济推动高质量发展政策措施有关情况；
③18:00 英国4月CBI零售销售差值；
④22:30 美国4月达拉斯联储商业活动指数。",周一（4月28日）重点关注财经事件和经济数据
2025-04-27 19:10:45,【预告：国新办4月28日举行新闻发布会 介绍稳就业稳经济推动高质量发展政策措施有关情况】财联社4月27日电，国务院新闻办公室定于2025年4月28日（星期一）上午10时举行新闻发布会，请国家发展改革委副主任赵辰昕、人力资源社会保障部副部长俞家栋、商务部副部长盛秋平、中国人民银行副行长邹澜介绍稳就业稳经济推动高质量发展政策措施有关情况，并答记者问。,预告：国新办4月28日举行新闻发布会 介绍稳就业稳经济推动高质量发展政策措施有关情况
2025-04-27 14:04:55,【预告：第八届数字中国建设峰会电子政务分论坛4月29日召开】财联社4月27日电，第八届数字中国建设峰会电子政务分论坛，定于2025年4月29日14:30在福建省福州市海峡国际会展中心109会议室召开。作为第八届数字中国建设峰会的重要组成部分，本届电子政务分论坛主题为“‘指尖’减负 数字赋能”，邀请相关部委、地方政府、知名企业家、专家学者和基层代表出席，分享电子政务建设成果，安全稳妥有序推进人工智能大模型在政务领域应用，助力基层减负增效。,预告：第八届数字中国建设峰会电子政务分论坛4月29日召开
