datetime,content,title
2026-01-31 22:41:31,【华夏幸福：仍有16.52亿元信托受益权份额未被领受】财联社1月31日电，华夏幸福(600340.SH)公告称，截至本公告披露日，已签署《信托受益权转让协议》或根据《债务重组协议》已实施完毕信托抵债交易的金额合计为223.48亿元，相关信托受益权份额在建信信托的受益人变更登记仍在进行中。截至本公告披露日，仍有16.52亿元信托受益权份额未被领受。公司将依法积极配合法院及预重整期间临时管理人开展预重整工作，在临时管理人的监督下妥善处理剩余16.52亿元信托受益权份额的抵债工作，履行信息披露义务，依法保护各方合法权益。,华夏幸福：仍有16.52亿元信托受益权份额未被领受
2026-01-31 22:41:24,【中集集团：预计2025年净利润同比下降95.12%-92.80%】财联社1月31日电，中集集团(000039.SZ)公告称，中集集团预计2025年归属于母公司股东及其他权益持有者的净利润为1.45亿元至2.14亿元，同比下降95.12%至92.80%。,中集集团：预计2025年净利润同比下降95.12%-92.80%
2026-01-31 22:24:52,"【精测电子：预计2025年净利润8000万元—9000万元】财联社1月31日电，精测电子(300567.SZ)公告称，精测电子预计2025年归属于上市公司股东的净利润为8,000万元—9,000万元，同比扭亏为盈。",精测电子：预计2025年净利润8000万元—9000万元
2026-01-31 22:24:44,【华峰化学：投资建设年产20万吨高性能低碳化数智化氨纶新材料扩建项目】财联社1月31日电，华峰化学(002064.SZ)公告称，公司第九届董事会第十六次会议审议通过《关于投资建设年产20万吨高性能低碳化数智化氨纶新材料扩建项目的议案》，预计总投资36亿元。,华峰化学：投资建设年产20万吨高性能低碳化数智化氨纶新材料扩建项目
2026-01-31 22:17:09,【润泽科技：2025年净利同比预增179.28%-196.03%】财联社1月31日电，润泽科技(300442.SZ)公告称，润泽科技预计2025年归属于上市公司股东的净利润为50.00亿元-53.00亿元，比上年同期增长179.28%-196.03%。,润泽科技：2025年净利同比预增179.28%-196.03%
2026-01-31 22:17:03,【奥克股份：子公司拟出售不超过10000千克白银资产】财联社1月31日电，奥克股份(300082.SZ)公告称，公司全资子公司江苏奥克拟在董事会授权范围内出售自有白银资产，数量不超过10000千克。,奥克股份：子公司拟出售不超过10000千克白银资产
2026-01-31 22:16:56,"【棒杰股份：公司股票交易可能被实施退市风险警示】财联社1月31日电，棒杰股份(002634.SZ)公告称，根据《深圳证券交易所股票上市规则》，公司预计2025年末净资产为-90,015.51万元至-60,015.51万元，公司股票交易存在被实施退市风险警示的可能。",棒杰股份：公司股票交易可能被实施退市风险警示
2026-01-31 22:16:48,【皇台酒业：2025年净利同比预降45.85%-63.90%】财联社1月31日电，皇台酒业(000995.SZ)公告称，皇台酒业预计2025年归属于上市公司股东的净利润为1000万元—1500万元，比上年同期下降45.85%—63.90%。,皇台酒业：2025年净利同比预降45.85%-63.90%
2026-01-31 21:09:21,【北京经济技术开发区：构建模力方舟开源协作生态 推动形成基于国产芯片、操作系统与开源框架的自主生态闭环】财联社1月31日电，北京经济技术开发区管理委员会印发《关于进一步加快建设全域人工智能之城的实施方案（2026—2027年）》。其中提到，构建模力方舟开源协作生态。优化社区开发者工具体系，提供代码托管、高效开发套件、智能运维栈等关键基础设施，降低贡献门槛，提升协作效率。支持开源大模型和工具链入驻，为创新项目提供种子算力包与技术支持，培育旗舰级开源项目。构建无界协作体系，集成项目孵化、算力支持、资金对接及交流协作于一体的全链条服务，加速项目成长与商业化进程。致力于打造软硬件自主可控的国家级人工智能开源社区，推动形成基于国产芯片、操作系统与开源框架的自主生态闭环。,北京经济技术开发区：构建模力方舟开源协作生态 推动形成基于国产芯片、操作系统与开源框架的自主生态闭环
2026-01-31 21:06:56,【北京经济技术开发区：推进数模混合、存算一体等芯片架构研发创新 延伸场景定义芯片、行业专用芯片、使能软件等产业链条】财联社1月31日电，北京经济技术开发区管理委员会印发《关于进一步加快建设全域人工智能之城的实施方案（2026—2027年）》。其中提到，夯实智能原生基础能力。发挥集成电路制造能力优势，推动“设计-制造-封测-算力”一体化协同发展，牵引算力基础设施与高性能智算产业持续迭代。推进数模混合、存算一体等芯片架构研发创新，延伸场景定义芯片、行业专用芯片、使能软件等产业链条。推动通用与垂类模型协同发展，加快认知模型向能动模型迭代升级。支持国家级人工智能软硬件测试验证中心和大模型评测中心建设，夯实“芯模适配”底层能力。积极部署人工智能安全体系，重点突破深度伪造识别、生成内容合规检测等技术，构建安全可信底座。,北京经济技术开发区：推进数模混合、存算一体等芯片架构研发创新 延伸场景定义芯片、行业专用芯片、使能软件等产业链条
2026-01-31 20:34:36,【黄仁勋：英伟达一定会参与本轮对OpenAI的投资 或为有史以来规模最大的投资】财联社1月31日电，英伟达(NVDA.O)CEO黄仁勋表示，英伟达绝对会参与本轮对OpenAI的投资，这可能标志着公司有史以来规模最大的一笔投资。黄仁勋未具体说明投资金额，但表示将远低于此前报道的1000亿美元。,黄仁勋：英伟达一定会参与本轮对OpenAI的投资 或为有史以来规模最大的投资
